Model	Antioquia_SESGO,PROM	Apartadó_SESGO,PROM	Arauca_SESGO,PROM	Atlántico_SESGO,PROM	Barranquilla_SESGO,PROM	Bello_SESGO,PROM	Bogotá, D,C,_SESGO,PROM	Bolívar_SESGO,PROM	B_R2,PROMacá_SESGO,PROM	Bucaramanga_SESGO,PROM	Buenaventura_SESGO,PROM	Buga_SESGO,PROM	Caldas_SESGO,PROM	Cali_SESGO,PROM	Caquetá_SESGO,PROM	Cartagena_SESGO,PROM	Cartago_SESGO,PROM	Casanare_SESGO,PROM	Cauca_SESGO,PROM	Cesar_SESGO,PROM	Chía_SESGO,PROM	Chocó_SESGO,PROM	Ciénaga_SESGO,PROM	Córdoba_SESGO,PROM	Cúcuta_SESGO,PROM	Cundinamarca_SESGO,PROM	Dosquebradas_SESGO,PROM	Duitama_SESGO,PROM	Envigado_SESGO,PROM	Facatativá_SESGO,PROM	Girardot_SESGO,PROM	Girón_SESGO,PROM	Guainía_SESGO,PROM	Guaviare_SESGO,PROM	Huila_SESGO,PROM	Ibagué_SESGO,PROM	Ipiales_SESGO,PROM	Itagüí_SESGO,PROM	Jamundí_SESGO,PROM	La Guajira_SESGO,PROM	Lorica_SESGO,PROM	Magangué_SESGO,PROM	Magdalena_SESGO,PROM	Maicao_SESGO,PROM	Malambo_SESGO,PROM	Manizales_SESGO,PROM	Medellín_SESGO,PROM	Meta_SESGO,PROM	Montería_SESGO,PROM	Mosquera_SESGO,PROM	Nariño_SESGO,PROM	Norte de Santander_SESGO,PROM	Palmira_SESGO,PROM	Pasto_SESGO,PROM	Pereira_SESGO,PROM	Pitalito_SESGO,PROM	Pop_R2,PROMán_SESGO,PROM	Putum_R2,PROMo_SESGO,PROM	Quibdó_SESGO,PROM	Quindío_SESGO,PROM	Riohacha_SESGO,PROM	Rionegro_SESGO,PROM	Risaralda_SESGO,PROM	San Andrés_SESGO,PROM	Santa Marta_SESGO,PROM	Santander_SESGO,PROM	Sincelejo_SESGO,PROM	Soacha_SESGO,PROM	Soledad_SESGO,PROM	Sucre_SESGO,PROM	Tolima_SESGO,PROM	Tuluá_SESGO,PROM	Tumaco_SESGO,PROM	Tunja_SESGO,PROM	Turbo_SESGO,PROM	Uribia_SESGO,PROM	Valle del Cauca_SESGO,PROM	Valledupar_SESGO,PROM	Vaupés_SESGO,PROM	Villavicencio_SESGO,PROM	Yopal_SESGO,PROM	NA_SESGO,PROM	Antioquia_R2,PROM	Apartadó_R2,PROM	Arauca_R2,PROM	Atlántico_R2,PROM	Barranquilla_R2,PROM	Bello_R2,PROM	Bogotá, D,C,_R2,PROM	Bolívar_R2,PROM	B_R2,PROMacá_R2,PROM	Bucaramanga_R2,PROM	Buenaventura_R2,PROM	Buga_R2,PROM	Caldas_R2,PROM	Cali_R2,PROM	Caquetá_R2,PROM	Cartagena_R2,PROM	Cartago_R2,PROM	Casanare_R2,PROM	Cauca_R2,PROM	Cesar_R2,PROM	Chía_R2,PROM	Chocó_R2,PROM	Ciénaga_R2,PROM	Córdoba_R2,PROM	Cúcuta_R2,PROM	Cundinamarca_R2,PROM	Dosquebradas_R2,PROM	Duitama_R2,PROM	Envigado_R2,PROM	Facatativá_R2,PROM	Girardot_R2,PROM	Girón_R2,PROM	Guainía_R2,PROM	Guaviare_R2,PROM	Huila_R2,PROM	Ibagué_R2,PROM	Ipiales_R2,PROM	Itagüí_R2,PROM	Jamundí_R2,PROM	La Guajira_R2,PROM	Lorica_R2,PROM	Magangué_R2,PROM	Magdalena_R2,PROM	Maicao_R2,PROM	Malambo_R2,PROM	Manizales_R2,PROM	Medellín_R2,PROM	Meta_R2,PROM	Montería_R2,PROM	Mosquera_R2,PROM	Nariño_R2,PROM	Norte de Santander_R2,PROM	Palmira_R2,PROM	Pasto_R2,PROM	Pereira_R2,PROM	Pitalito_R2,PROM	Pop_R2,PROMán_R2,PROM	Putum_R2,PROMo_R2,PROM	Quibdó_R2,PROM	Quindío_R2,PROM	Riohacha_R2,PROM	Rionegro_R2,PROM	Risaralda_R2,PROM	San Andrés_R2,PROM	Santa Marta_R2,PROM	Santander_R2,PROM	Sincelejo_R2,PROM	Soacha_R2,PROM	Soledad_R2,PROM	Sucre_R2,PROM	Tolima_R2,PROM	Tuluá_R2,PROM	Tumaco_R2,PROM	Tunja_R2,PROM	Turbo_R2,PROM	Uribia_R2,PROM	Valle del Cauca_R2,PROM	Valledupar_R2,PROM	Vaupés_R2,PROM	Villavicencio_R2,PROM	Yopal_R2,PROM	PROM_MODEL	PROM_R2	NUM_NA
car+soundEqui	0,7342357319	75,1668550378	0,5287080393	1,4132043481	1,2214465518	0,935147931	0,0754864506	0,2643363487	1,9679354267	0,8953328531	1,2588381827	7,0864799957	2,1060858581	0,447081767	2,9820817216	1,0418217468	2,1206435708	1,2512496408	2,411411924	0,1523614863	NA	5,7813627443	10,4914511369	0,1539626333	14,8373542917	0,4029076326	0,7586802182	98,6141983874	26,8311915877	0,074603218	4,7460266972	0,3684915497	NA	107,2495838131	1,1465977529	1,5489683489	0,1975569474	1,0999781257	148,6961985402	0,6282466156	0,0213391574	2,9905980748	0,5977562893	225,7533790778	8,1890793542	1,4491438786	0,1403282385	0,0953521852	2,6068487937	15,7953667925	1,0031565709	0,7789658799	2,254213592	7,2386748066	1,7770556309	0,1466478333	154,3557969612	0,3883512838	2,1779856694	11,677236585	27,1127276075	1,1843200858	0,5438495846	6,4011515345	0,4646976209	0,8089190414	0,5586716182	1,6251861201	0,9547845984	0,1514258178	5,2230019566	249,8168316117	0,2903251983	0,4892432898	0,4803509299	2,0091529608	0,0775782221	0,1316426741	5,7194761795	0,4261276687	0,3109480366	NA	0,9397185305	0,9524600403	0,9542436409	0,9362565302	0,9522168562	0,9598221564	0,948123731	0,9483054034	0,9473355865	0,9475723439	0,9611164065	0,9533228459	0,9458266761	0,9502816345	0,9348167715	0,9474923995	0,9542522059	0,9471224732	0,9322211696	0,9469767394	NA	0,9465672703	0,941542879	0,9360148252	0,9587676859	0,9458133924	0,9641596352	0,9579686489	0,9502648342	0,9644587539	0,959219821	0,95190142	NA	0,9760857611	0,9462978243	0,9557303238	0,9603004793	0,9547744593	0,9523103162	0,9518105583	0,9415325378	0,9416592563	0,9453754739	0,9773068746	0,9584343889	0,9557321741	0,9459364299	0,9479126971	0,9487254025	0,9553293367	0,9604655176	0,9420113675	0,9596799088	0,9668040193	0,9589761238	0,9437387918	0,9478876863	0,9515551459	0,9475686882	0,9573929616	0,8988467525	0,9638317389	0,9392679537	0,9604722928	0,9493442192	0,9451221607	0,949981225	0,9591236768	0,9507787672	0,9368185364	0,9462642931	0,977219585	0,9455466377	0,9662250397	0,9479523744	0,943922235	0,9458668768	0,9511683069	0,9463416526	0,9514436036	0,9508840133	16,1000733401	0,9453012719	2
washMach+fridge	1,1924554021	3,0932543201	0,4706284036	0,6472506668	1,0441689933	0,5099909905	0,0586647173	0,3599813602	2,7715902294	0,2849183552	2,7445639467	12,39716687	2,6516272356	0,3505161712	2,7942715453	0,5264287388	1,1599656555	0,7004044233	2,8944168249	0,1647487878	NA	4,8165693565	4,4886911027	0,1224707481	2,1298702066	0,4241369567	0,4903849699	65,2205901473	4,0600376809	0,4363547276	3,0001476387	4,1295795378	11,4281026157	52,0505425911	0,5782888925	1,3914822807	0,1997394778	0,8448940885	NA	0,7089070129	0,4579228224	4,276837601	1,0318952816	1731,3923254967	2,6148374264	1,1947012783	0,1330190851	0,0680498053	0,4291180269	7,0318171545	0,8285501505	0,6493023808	2,5245448242	5,631507302	0,6924200737	7,9816199678	188,8273400903	0,0732528424	3,7149312897	7,5986535961	3,3325075522	1,3112147309	0,3757998159	5,09870696	0,4775394328	0,9288691806	0,2798727005	1,5938844608	0,4658546201	0,1536606034	4,5513332605	NA	0,0490688759	0,4480845367	0,4027474448	6,310957014	0,1283488617	0,2419950991	19,2002941684	0,1023039767	8,1160479827	NA	0,9412879414	0,9517091612	0,9540148649	0,9371511458	0,9522646252	0,9597047639	0,9472234377	0,9486930041	0,9499850552	0,9480828169	0,9626990894	0,9543648866	0,9493827106	0,9498651607	0,9348194453	0,9498095858	0,9567330379	0,9458858067	0,9318382976	0,9488912793	NA	0,9454623043	0,9350432747	0,9391498087	0,955737678	0,947694103	0,9642733208	0,957891567	0,9547099416	0,9645178156	0,9626236292	0,9559538887	0,9443753445	0,9747874576	0,9464873596	0,956396907	0,960059088	0,9564663557	NA	0,9531426378	0,9452896366	0,9424771467	0,9464919935	0,9853669157	0,9579209102	0,9577715463	0,9458954837	0,9490488637	0,9494701712	0,956167515	0,9605513253	0,9436619418	0,9582002909	0,9651580652	0,9585305941	0,9445780115	0,9500826561	0,9513936694	0,9481613385	0,9563679264	0,9023940039	0,9660981896	0,9411385152	0,9604542658	0,9478085593	0,9463878884	0,9507441748	0,9594426821	0,9493710167	0,9368420208	0,9465672958	NA	0,9532224257	0,9669634526	0,9496942542	0,9445490354	0,9459692756	0,9535771364	0,9517430254	0,953161194	0,953888173	28,3853787364	0,9475880572	3
microWave+fridge	0,8041474897	0,1017532223	0,5013448851	0,8315680316	1,2052784924	0,3233905918	0,0692476182	0,5122805357	2,3064918814	1,5419919774	8,7761444928	0,9011511596	2,7611209249	0,2995539642	2,8356568522	0,5153298835	1,0521586672	0,710148299	2,8190512249	0,1676542654	NA	3,9245500577	3,4838348419	0,1756642221	4,5242924486	0,4138186905	0,4246267082	29,6711718612	2,1862527551	1,1356141342	0,4746619596	4,8820345107	7,8378443371	69,4397027579	0,6690808799	1,6899691542	0,2138143443	0,8261896356	NA	0,6851056172	58,9870490717	4,9404314749	1,0677623787	2544,126936262	0,5261108341	2,2289656789	0,1144988616	0,0599760952	0,655821161	12,3059489465	0,9703841088	0,7462878983	1,8261643698	7,0283866413	1,1305005428	0,2303996738	150,0346274473	0,2419695555	5,2847403455	4,0651857258	0,4758099766	0,8398763109	0,1074950727	15,9559394459	0,596961301	0,8789122206	1,6575424657	0,4300701841	0,8053120158	0,1762627824	4,0497671898	NA	0,8246603626	0,1438040345	0,7685794178	2,8977996854	0,1193168416	0,2868033523	13,6224471474	0,0452473872	8,750502394	NA	0,9405387393	0,9524228288	0,9542268619	0,9373179648	0,9522707399	0,9596118914	0,9479944191	0,948194525	0,9492634452	0,9487902375	0,9621184476	0,9585924092	0,9474002337	0,9498452344	0,9348905794	0,9495476525	0,9567194573	0,9456217069	0,9314759199	0,9486489822	NA	0,9456779135	0,9378866104	0,9389597731	0,9552454134	0,9469633769	0,9642883244	0,9579237519	0,9557678527	0,9644099733	0,9623345663	0,9558083182	0,94536708	0,9746157485	0,9463559198	0,9563589578	0,9595412503	0,9560018253	NA	0,9525615019	0,9466609767	0,9419224207	0,9464979614	0,9834246831	0,9578708609	0,9577915111	0,9463156842	0,9487008708	0,9491015551	0,9560293582	0,960309471	0,9448297337	0,9576701274	0,9651688094	0,9582618762	0,9435626666	0,9493497667	0,9512649272	0,9490419222	0,9552283214	0,9036417339	0,9662384333	0,9392980232	0,9606845683	0,9481152527	0,9455956863	0,9499780832	0,9593461362	0,9507358967	0,9364414236	0,9471491671	NA	0,9528267626	0,9659339185	0,9494671786	0,9430635782	0,9459656524	0,9537331172	0,9517847129	0,9526681487	0,9524622842	38,6115250005	0,9465005117	3
cellPhone+fridge	1,0149003406	2,9140784822	0,4770619535	0,684898053	1,0267403417	0,8162023551	0,0578930848	0,5596051662	2,282038827	0,5056704789	8,7068285881	5,8561904248	2,621401929	0,2655176414	3,5607704663	0,5694531914	1,0026904102	0,9642442223	2,5847197474	0,1547370778	NA	3,5687905319	4,009826587	0,1414952198	15,3693141876	0,5456795839	0,7320111274	30,346029058	0,5974441422	0,613564964	5,1840076106	3,0237510748	27,610025222	165,8868719788	0,4333914919	0,8769725462	0,4286289088	0,9636416346	NA	0,8606141008	0,1876290296	4,0146608086	0,772668424	2348,3775832633	4,0408758076	2,0726594318	0,1307534415	0,0969824642	1,4040073666	36,5364579286	0,7781060401	0,7109027085	2,0955072661	4,589176843	0,8427080786	0,0286856269	156,5498196659	1,5739972321	1,4320152975	8,6180869241	2,269180679	1,4048408391	0,2729990753	117,9953118045	0,5820318706	1,1434081998	0,3224222684	1,121557144	1,8176170301	0,296301969	4,4632086455	NA	0,0944691655	0,0487920454	0,3702865533	2,6122257851	0,1488249651	0,1274459642	16,0644394009	0,163601996	14,0139747855	NA	0,9403613749	0,9517216207	0,9540705557	0,9375144508	0,9522533255	0,9598329544	0,9478135584	0,9487869413	0,9477555945	0,9471763813	0,9628035001	0,9543840188	0,9471075044	0,9505497317	0,9352926367	0,9496814334	0,9569703746	0,9455223052	0,9327287064	0,948633674	NA	0,9454754668	0,9368259758	0,9387014552	0,9561234241	0,9466131818	0,9644730441	0,9579273129	0,9548603715	0,9644611125	0,9606393814	0,9560793451	0,9443753445	0,9763858459	0,9466837272	0,9564877643	0,9603447385	0,9560034651	NA	0,9529422158	0,9452984296	0,9419826946	0,9465223544	0,9832688857	0,9589514543	0,9579112315	0,9456112305	0,9485029813	0,9492203793	0,9582019866	0,9603202092	0,94351069	0,9575756105	0,9652077617	0,9583494622	0,9437734856	0,9496430531	0,9512508981	0,9481256552	0,9561886131	0,9091805922	0,9659996707	0,9388469221	0,9635726225	0,94784637	0,9455050296	0,9497551166	0,9593776005	0,9504958914	0,9349477728	0,9472964905	NA	0,9527337091	0,9667532486	0,9494134957	0,9431612607	0,946071128	0,9540743552	0,9514689391	0,9529063519	0,9538534856	38,9487682896	0,9471074303	3
soundEqui+fridge	0,7973358623	2,5529218886	0,4504681323	1,1123583488	0,9602693715	0,3076769626	0,0623943375	0,4685020852	2,3011981868	0,6019564785	4,8842670396	23,3776083369	2,4141571891	0,424519924	3,1262110069	0,447180515	1,1537198468	0,9048041188	3,1714620806	0,1427929433	NA	7,4317658613	3,2230953243	0,1461133301	1,28162347	0,447268058	0,4583301318	30,652879133	0,2843239202	0,7983055439	9,1249220146	4,2706995621	0,1019997321	141,6069253408	0,690142212	1,9131160851	0,1465530309	0,8578209924	NA	0,6792212278	0,0180901331	3,7442836089	0,9309692954	2717,9386118985	7,2369214295	1,3271189021	0,1443033792	0,0665299965	0,5222981298	0,7891895502	0,8730588645	0,8743765211	2,1841617659	7,2966400152	0,7416277451	0,0545249654	152,6113027034	1,1247835784	3,50183636	7,3062082483	0,9065928901	0,2846421479	0,1474120904	0,3920766293	0,4901715379	2,2406304552	0,8419122168	1,6982214092	0,9282204701	0,1382227612	5,0838985619	NA	0,2136822646	0,352724628	0,4126617466	2,8590720157	0,1146873948	0,2057561572	15,4821162443	0,1119086156	6,3291110912	NA	0,9407666246	0,9517470292	0,9541316486	0,938289575	0,9521579269	0,959720781	0,9464122988	0,9480883616	0,9474547029	0,9469109264	0,9622149428	0,9545631961	0,9471139475	0,9498083929	0,9348480916	0,9501696971	0,9567638038	0,9467744654	0,9314579167	0,9486571766	NA	0,9461303791	0,9402729878	0,9385042578	0,9540991531	0,9466482954	0,9642748827	0,9580173013	0,9544331529	0,9644318573	0,9611550117	0,9556904185	0,9444179133	0,976457026	0,9463197657	0,9564409472	0,9604799457	0,9562272002	NA	0,9526071309	0,9450721361	0,942051367	0,9463790789	0,9833879607	0,958479952	0,9574225063	0,9451310468	0,9484787094	0,9490051121	0,9549133606	0,9605161141	0,9433661458	0,9577990864	0,9655230518	0,9580635659	0,9439388242	0,9488611867	0,9522513068	0,9483699886	0,954604728	0,9023150524	0,9661107392	0,9388293474	0,9597094841	0,9482579526	0,9455958989	0,9498221256	0,9594120934	0,9520521548	0,9364834398	0,9466853366	NA	0,9527450169	0,9659974677	0,9493445178	0,9431137043	0,9458192764	0,9528227632	0,9514003908	0,9529643376	0,9526243982	41,0550957441	0,9466955114	3
heater+fridge	0,8304054931	0,4354505287	0,5838668284	0,8053278035	1,1864439552	1,817682616	0,0598563747	0,3963714737	3,4227996689	0,4293260639	5,2555509829	2,2759941273	3,2949772297	0,4226491121	2,857693485	0,2871298935	0,0738732858	0,9832131983	2,3696721227	0,2706522569	NA	6,1519195416	1,2301186576	0,1400318019	15,1712662152	0,5381748281	0,7453815163	31,6973598403	18,4180621563	1,6804912798	5,4753394891	5,9280137857	41,0339465915	111,8284976852	0,3126333806	3,9753906568	0,9344066544	0,9860965663	NA	0,8661778779	0,1515165089	3,2079013764	1,0970477035	2757,0995751314	0,9146027984	2,1392443975	0,1320881911	0,1513516102	0,452245361	5,4072260851	1,0825873119	0,7465098249	1,4478933982	5,6537298171	2,0592482109	12,0540153323	148,9462425837	0,5595481407	2,427947332	6,6261116946	0,7772886313	0,2682723464	0,6968692035	6,8102342522	2,9090361256	1,8561547906	0,3276662778	1,3192647119	0,9887624695	0,1316103734	4,7828348418	NA	0,2944830447	0,1560485079	0,4598068851	2,7864828018	0,1451516468	0,5117328462	7,981911799	0,0253335673	7,2804820192	NA	0,941750909	0,952576273	0,9539650952	0,9371973788	0,9522091328	0,9596419075	0,9492766756	0,9482991879	0,9490974734	0,9490050296	0,9625957533	0,9549261344	0,9479470464	0,9504599698	0,9350245326	0,9495687883	0,9566872019	0,9455829126	0,9326826585	0,9486585853	NA	0,9456238167	0,9356934381	0,938543637	0,9590561225	0,9473198207	0,9642833582	0,9579208363	0,955293593	0,9647043045	0,9620879811	0,9557284616	0,9443753445	0,9740159826	0,9464180442	0,9563604537	0,9600724916	0,9560611211	NA	0,9527869444	0,9467113445	0,9420156764	0,9465757623	0,9830316977	0,9581168912	0,9573993065	0,9474461777	0,9492158587	0,949080686	0,9555666215	0,9604683007	0,946322055	0,9576745751	0,9655890176	0,9580803354	0,9435466089	0,9488486534	0,9509089497	0,9479133592	0,9559279306	0,9081945956	0,9659330449	0,9393774765	0,9605585782	0,9487423986	0,9455886579	0,9499675181	0,9593196058	0,9496984039	0,9357332129	0,9465615196	NA	0,9525839562	0,9677295066	0,9496961659	0,9432115915	0,9457989409	0,9530472003	0,9525084942	0,9528196105	0,9525380505	41,8979269869	0,9471444798	3
dvd+fridge	0,860108295	7,7305798597	0,642065697	0,625055938	0,9881391575	0,3545514163	0,0601814842	0,3420238697	2,3308281578	0,2784859454	4,9268795387	34,772582377	2,7899386093	0,2748855311	2,8145038732	0,6251014182	7,6215548987	0,7959524002	2,6291310944	0,1554896401	NA	4,6813334395	8,2706825363	0,1239139616	2,5911453993	0,4669338078	0,459475834	13,0992663366	27,2728793772	1,3902088505	9,4333156131	6,9778726339	6,4114601887	163,3906587901	0,6544356992	1,50960939	0,1103854038	0,5886472957	NA	0,6919222692	0,046031889	3,1654986842	1,0824339504	2812,1899042539	0,7521057165	1,4434296441	0,1332568519	0,1886326656	0,7218072403	1,0599636953	0,85568127	0,6939485645	2,0830824494	7,7147845542	0,838297704	0,4289484427	161,5943161259	0,1537359405	7,1383940223	5,3242100438	1,8138579942	3,5913878326	0,2989248546	0,1010527816	0,5823602191	0,9793880075	0,00124341	1,4688318736	1,6678001519	0,2132128492	5,1063881905	NA	0,0672466233	0,0794752519	0,7579142692	5,6639970852	0,1088253884	0,4770026222	17,2870492904	0,1404627442	12,6221017922	NA	0,9407864892	0,9524011871	0,9539286359	0,9371631415	0,9524974804	0,9596072695	0,9467518717	0,9501779111	0,9476906406	0,9471559454	0,962260445	0,9551546172	0,948252978	0,9500939418	0,9348409857	0,9494885609	0,9592548011	0,9455800935	0,9325320277	0,9490839635	NA	0,9455504148	0,9352890141	0,9388845115	0,954074116	0,9476212035	0,9642778491	0,9583051966	0,9549957467	0,9648910372	0,9606688273	0,9557397322	0,9457926683	0,9747092226	0,946311287	0,9563558128	0,9596730691	0,9567888032	NA	0,9526657568	0,945340251	0,9419751138	0,9467649701	0,9829643225	0,9586536043	0,9574671181	0,9454527654	0,9485415567	0,9500441392	0,9547901505	0,960524245	0,9433713208	0,9580079328	0,9651591299	0,9586382017	0,9441046346	0,9491242439	0,9514320198	0,947849766	0,9550995753	0,9031240582	0,9660465158	0,9388629949	0,9603311758	0,947485243	0,9459507796	0,9498646094	0,9594729002	0,9495153727	0,9348938118	0,9486700105	NA	0,952696883	0,965744158	0,9494878051	0,9431280857	0,9462449991	0,9533696289	0,951467643	0,9527409778	0,9534611416	43,3381945252	0,9471238154	3
car+books	0,7109908632	124,3743332861	1,5685374332	1,2149906407	1,3290312055	0,5582704664	0,0639156009	0,3357965193	2,0728757311	1,3955118711	2,3674445259	5,5580906162	2,3782779872	0,3769566091	1,6654438807	2,6630436003	0,2822499562	1,8957302588	4,209777985	0,2400403424	14,2453468767	5,1263657138	NA	0,1618080871	10,7661727082	0,462796639	0,7066791691	7,9782452492	40,660019797	0,0005661132	3,693844314	4,7634878471	NA	257,4946006676	1,5437850309	0,9186995617	0,0807067957	0,8431519182	NA	0,9965182058	8,8381944769	1,1070375908	0,6966321991	11,3724317349	2,4928114671	1,7717371026	0,1189524674	0,2865674857	3,8773210371	48,3036033705	0,9082503759	0,9224932384	4,6671603961	2,2380871977	2,2507872305	5,8962040355	153,6078346692	0,296722252	10,9123795567	9,8025763418	12,631534459	36,7022478226	4,5927255227	28,2174370501	1,8066198864	0,8816528897	3,5678060774	1,5679280274	1,973154308	0,1935058591	3,1380648811	NA	16,0850535542	0,2728625047	0,7260638709	1,0742783639	0,145915909	0,2235662025	8,0450870168	0,6536828448	0,8578785648	NA	0,9405849287	0,9551369702	0,9543998457	0,9371799253	0,9530497411	0,960534903	0,9499221596	0,9485321942	0,9531947136	0,9507261994	0,9623391861	0,9534446702	0,9472077333	0,9508389177	0,9349593481	0,9485646137	0,955292145	0,9467294644	0,9328366129	0,9474893076	0,9913808565	0,9472686606	NA	0,9366371634	0,9622644188	0,9474759336	0,9644430953	0,9592395799	0,9505128416	0,9648345871	0,9611981051	0,9535151295	NA	0,9801889957	0,9466351983	0,9560926337	0,9636367388	0,9557716712	NA	0,9520203929	0,9457851868	0,9428989657	0,9461963414	0,9811463486	0,9591228393	0,9580673757	0,9471991919	0,9480259895	0,9490251725	0,9569341832	0,9614479864	0,9433563518	0,9617611458	0,9676748982	0,9592625498	0,9442572549	0,9492170672	0,9504635243	0,948921189	0,9582172416	0,9132903066	0,9645014888	0,9419199617	0,9622760784	0,9507404825	0,9475044501	0,9510390482	0,9591361921	0,9492665621	0,9385000874	0,9472268129	NA	0,9455460921	0,9683313237	0,9479176386	0,9449804422	0,9463520837	0,9545437267	0,946376081	0,9528743838	0,952246357	11,6808955054	0,9464156429	4
cellPhone+books	0,8031292311	3,8530951174	1,6727416553	0,7035480988	1,1215589854	0,7466071092	0,0583936203	0,4578035928	1,495384861	1,6064161063	2,367025689	20,2627926227	2,3282053883	0,1836383996	2,4931968787	0,6805428693	0,016370359	1,4649634599	4,0432274409	0,2288309925	298,0645584162	4,2014791706	NA	0,156225536	13,714653399	0,5419030459	1,0452041785	0,5790512006	3,3855736962	0,2455716766	0,0269767837	5,6056096609	NA	433,4311231675	0,9128699397	0,6901135836	0,4681244959	0,6991872739	NA	0,71502264	24,3281945272	1,2782959416	0,6090895546	153,1532601156	6,6764154291	4,0852735812	0,1198870857	0,2103443992	1,4815532589	54,7950547173	0,6368407616	0,7657650603	4,3814520237	2,1492660618	0,8577614352	8,4323033295	153,6307870749	0,6371746123	8,1385103933	7,9117756178	51,3736063179	24,964197051	3,7712544692	56,6788616936	1,5937252599	0,7309213633	1,0204577807	1,1781685269	2,1592372643	0,3219702236	3,3671577845	NA	15,6478049871	0,21842114	0,6290257074	0,3334343402	0,1567642528	0,3686258176	11,3381158583	0,7240311748	3,8697164674	NA	0,9402822549	0,9538935907	0,9541542094	0,937013014	0,9530341987	0,9603462592	0,948971904	0,9487557749	0,9525786822	0,9502705709	0,9627320024	0,9531671789	0,9474359397	0,9511828289	0,9351485626	0,9483676261	0,955136048	0,9459767511	0,9342023435	0,9473233247	0,9770769691	0,9470502672	NA	0,9365660074	0,9571079742	0,947484264	0,9647142021	0,9592528016	0,9493695947	0,9649570598	0,9608242587	0,9530385203	NA	0,9786622426	0,9470446702	0,9562603529	0,9636871334	0,9558363953	NA	0,9523076558	0,9440386417	0,9428557791	0,9462266168	0,9808125078	0,9605041798	0,9582413489	0,946200789	0,9475092089	0,9489805527	0,9593381682	0,9612661834	0,9432872773	0,9597351205	0,966105136	0,9585980026	0,9437656818	0,9500468497	0,9507020977	0,9490758096	0,956763981	0,9159580161	0,964500028	0,9415257195	0,9648012797	0,9489400282	0,9464396639	0,9508778608	0,9592452282	0,9500628611	0,9372947613	0,9477688423	NA	0,9463125655	0,968153741	0,9477061493	0,9441645087	0,9461512921	0,9552311569	0,946470141	0,9532156068	0,9536995676	18,5168210754	0,9469909112	4
heater+books	0,6790533149	0,3882657852	1,8393772244	0,8783575758	1,2441334007	2,016589759	0,0605510943	0,3345654243	2,6767646874	1,4732313626	3,2015974425	4,9446795225	3,0769485788	0,3142382556	1,6577529541	0,4630874489	2,1690561609	1,3834336643	3,4898516601	0,3666965788	1143,2618121621	10,273966239	NA	0,1536226859	21,5667005005	0,5516610397	1,1746668058	0,0852978378	23,1468168179	1,4307834252	12,629167107	10,8528938459	NA	364,4923176011	0,900915272	2,6162401338	0,4620400103	0,5950033187	NA	0,7628549392	24,4851855351	0,4067961092	0,7949181048	78,2645934698	1,8505104041	4,4260809673	0,1223057992	0,2574887453	1,2771866456	25,6789808603	0,9937238527	0,8305090246	2,5888742175	2,3175554083	1,72547098	18,3378618005	152,2589248023	0,3242510335	9,3159684698	4,1537071696	90,8076899736	24,0029815677	7,373307372	66,2807695041	2,8514964367	1,0747381809	0,8450755892	1,5977969183	1,8101948397	0,2417650584	3,7806519438	NA	14,8476799471	0,3249431699	0,9429312185	0,0502252136	0,1526022357	0,2970302458	2,6484120788	0,8366713053	0,6635376271	NA	0,9416659013	0,954916739	0,9540303924	0,9366954604	0,9529688877	0,9602798421	0,9501788065	0,948233191	0,9536077883	0,9515623148	0,9628005448	0,9553886615	0,9482136851	0,9510397878	0,9349691835	0,947962822	0,9550617646	0,9460514697	0,9333133751	0,9472960425	0,9856961126	0,9473146844	NA	0,9363099675	0,9609324389	0,9481443015	0,9644685828	0,9593063261	0,9502629716	0,9651706342	0,9618378944	0,9531525801	NA	0,9780736207	0,9467335225	0,9560803293	0,9636736607	0,9559236661	NA	0,9523154335	0,9444676301	0,9429136958	0,9463200117	0,979921643	0,9590977315	0,9580008077	0,9475513464	0,9480193119	0,9488988564	0,9571185459	0,9613002156	0,9459182325	0,9598562599	0,9663773291	0,9583195231	0,9436225623	0,9489860443	0,95038542	0,9487995284	0,9567596343	0,9142096597	0,9644662507	0,9418053003	0,9628690878	0,9495039489	0,9465308566	0,9511640231	0,9591613335	0,9492569853	0,9381369777	0,9470900455	NA	0,9460532477	0,968917218	0,9479526849	0,9441038265	0,9459204415	0,9546148791	0,9480477788	0,9532900228	0,9522975543	28,3046283826	0,9469817278	4
