Model	Antioquia_SESGO,PROM	Apartadó_SESGO,PROM	Arauca_SESGO,PROM	Atlántico_SESGO,PROM	Barranquilla_SESGO,PROM	Bello_SESGO,PROM	Bogotá, D,C,_SESGO,PROM	Bolívar_SESGO,PROM	B_R2,PROMacá_SESGO,PROM	Bucaramanga_SESGO,PROM	Buenaventura_SESGO,PROM	Buga_SESGO,PROM	Caldas_SESGO,PROM	Cali_SESGO,PROM	Caquetá_SESGO,PROM	Cartagena_SESGO,PROM	Cartago_SESGO,PROM	Casanare_SESGO,PROM	Cauca_SESGO,PROM	Cesar_SESGO,PROM	Chía_SESGO,PROM	Chocó_SESGO,PROM	Ciénaga_SESGO,PROM	Córdoba_SESGO,PROM	Cúcuta_SESGO,PROM	Cundinamarca_SESGO,PROM	Dosquebradas_SESGO,PROM	Duitama_SESGO,PROM	Envigado_SESGO,PROM	Facatativá_SESGO,PROM	Girardot_SESGO,PROM	Girón_SESGO,PROM	Guainía_SESGO,PROM	Guaviare_SESGO,PROM	Huila_SESGO,PROM	Ibagué_SESGO,PROM	Ipiales_SESGO,PROM	Itagüí_SESGO,PROM	Jamundí_SESGO,PROM	La Guajira_SESGO,PROM	Lorica_SESGO,PROM	Magangué_SESGO,PROM	Magdalena_SESGO,PROM	Maicao_SESGO,PROM	Malambo_SESGO,PROM	Manizales_SESGO,PROM	Medellín_SESGO,PROM	Meta_SESGO,PROM	Montería_SESGO,PROM	Mosquera_SESGO,PROM	Nariño_SESGO,PROM	Norte de Santander_SESGO,PROM	Palmira_SESGO,PROM	Pasto_SESGO,PROM	Pereira_SESGO,PROM	Pitalito_SESGO,PROM	Pop_R2,PROMán_SESGO,PROM	Putum_R2,PROMo_SESGO,PROM	Quibdó_SESGO,PROM	Quindío_SESGO,PROM	Riohacha_SESGO,PROM	Rionegro_SESGO,PROM	Risaralda_SESGO,PROM	San Andrés_SESGO,PROM	Santa Marta_SESGO,PROM	Santander_SESGO,PROM	Sincelejo_SESGO,PROM	Soacha_SESGO,PROM	Soledad_SESGO,PROM	Sucre_SESGO,PROM	Tolima_SESGO,PROM	Tuluá_SESGO,PROM	Tumaco_SESGO,PROM	Tunja_SESGO,PROM	Turbo_SESGO,PROM	Uribia_SESGO,PROM	Valle del Cauca_SESGO,PROM	Valledupar_SESGO,PROM	Vaupés_SESGO,PROM	Villavicencio_SESGO,PROM	Yopal_SESGO,PROM	NA_SESGO,PROM	Antioquia_R2,PROM	Apartadó_R2,PROM	Arauca_R2,PROM	Atlántico_R2,PROM	Barranquilla_R2,PROM	Bello_R2,PROM	Bogotá, D,C,_R2,PROM	Bolívar_R2,PROM	B_R2,PROMacá_R2,PROM	Bucaramanga_R2,PROM	Buenaventura_R2,PROM	Buga_R2,PROM	Caldas_R2,PROM	Cali_R2,PROM	Caquetá_R2,PROM	Cartagena_R2,PROM	Cartago_R2,PROM	Casanare_R2,PROM	Cauca_R2,PROM	Cesar_R2,PROM	Chía_R2,PROM	Chocó_R2,PROM	Ciénaga_R2,PROM	Córdoba_R2,PROM	Cúcuta_R2,PROM	Cundinamarca_R2,PROM	Dosquebradas_R2,PROM	Duitama_R2,PROM	Envigado_R2,PROM	Facatativá_R2,PROM	Girardot_R2,PROM	Girón_R2,PROM	Guainía_R2,PROM	Guaviare_R2,PROM	Huila_R2,PROM	Ibagué_R2,PROM	Ipiales_R2,PROM	Itagüí_R2,PROM	Jamundí_R2,PROM	La Guajira_R2,PROM	Lorica_R2,PROM	Magangué_R2,PROM	Magdalena_R2,PROM	Maicao_R2,PROM	Malambo_R2,PROM	Manizales_R2,PROM	Medellín_R2,PROM	Meta_R2,PROM	Montería_R2,PROM	Mosquera_R2,PROM	Nariño_R2,PROM	Norte de Santander_R2,PROM	Palmira_R2,PROM	Pasto_R2,PROM	Pereira_R2,PROM	Pitalito_R2,PROM	Pop_R2,PROMán_R2,PROM	Putum_R2,PROMo_R2,PROM	Quibdó_R2,PROM	Quindío_R2,PROM	Riohacha_R2,PROM	Rionegro_R2,PROM	Risaralda_R2,PROM	San Andrés_R2,PROM	Santa Marta_R2,PROM	Santander_R2,PROM	Sincelejo_R2,PROM	Soacha_R2,PROM	Soledad_R2,PROM	Sucre_R2,PROM	Tolima_R2,PROM	Tuluá_R2,PROM	Tumaco_R2,PROM	Tunja_R2,PROM	Turbo_R2,PROM	Uribia_R2,PROM	Valle del Cauca_R2,PROM	Valledupar_R2,PROM	Vaupés_R2,PROM	Villavicencio_R2,PROM	Yopal_R2,PROM	PROM_MODEL	PROM_R2	NUM_NA
microWave+car+fridge	0,9484487472	49,4119270389	0,4932477729	1,2468348439	1,3504737576	1,0231517916	0,072074857	0,6544590165	2,9574656294	1,3858133175	8,8369805725	0,0981827615	2,7198726117	0,4833571461	2,7836635126	2,1019991005	2,5715179477	1,0242014601	2,833129296	0,169652508	NA	3,2153026664	5,6104063529	0,1810980849	8,6688357337	0,4296784206	0,497308799	93,9515325208	23,0408985858	0,1090982517	6,1562863974	4,31321625	NA	37,898467277	1,1763366114	2,5455429791	0,2311930378	1,3005099759	NA	1,4984852067	70,2859259482	6,5680960312	0,9826673963	2418,3387167177	0,5331272276	1,7777337734	0,115716034	0,1121516969	2,7125203326	28,4147182893	1,0113920412	0,9509575785	1,8220492154	7,4199476955	1,7972117886	0,465505812	142,1348535392	0,1809809919	4,8793859106	6,1896698453	32,0643940156	4,0294075739	0,10765583	0,9232015134	0,5770697902	0,8483502563	6,3269447212	1,2616685092	0,8665317931	0,3132779289	3,9677466427	NA	0,8673037401	0,2481465396	0,5014425124	3,3045041909	0,1117649696	0,4468476602	14,6831880781	0,3910168743	8,6849430365	NA	0,9406983013	0,9531864073	0,9545486476	0,9376894569	0,9524281549	0,95995442	0,9497806436	0,948746671	0,9499608904	0,9493183589	0,9624664466	0,9588032622	0,9474410861	0,9504157952	0,9351598662	0,9500075322	0,9568596021	0,9462832105	0,9321440356	0,9486802001	NA	0,9459925705	0,9393043706	0,9390261481	0,9595637122	0,9469678524	0,9643114746	0,9579322737	0,9575814916	0,9644914622	0,9626653382	0,9560557313	NA	0,9759568293	0,9463758911	0,9563715673	0,9595838537	0,9560077035	NA	0,9526783927	0,950579944	0,9420415525	0,9466298128	0,9854586122	0,9586802723	0,9578312975	0,9475208764	0,9490097008	0,9493864164	0,9562435742	0,9605598798	0,9448407376	0,9596552367	0,966779278	0,959099655	0,9440410921	0,949495247	0,9512979448	0,9493874922	0,9574973861	0,9038444796	0,966352637	0,9395322215	0,9640136783	0,9499172273	0,9469730449	0,9501256057	0,9593541329	0,9511554905	0,9380919477	0,9471866329	NA	0,9529436754	0,9671281387	0,9496899889	0,9439380867	0,9463632321	0,953846565	0,953083942	0,9527054636	0,9524742155	39,6260959076	0,9465862584	4
cellPhone+car+fridge	1,1003307432	72,8679753602	0,6214710845	1,0990265774	1,3047895538	1,6016945945	0,0667588111	0,5859595073	2,9837412906	0,573008207	8,6429542832	0,0751326504	2,6157071017	0,4120393166	3,515357447	2,0478584835	2,4665939917	1,1441074698	2,6093820217	0,1897227152	NA	2,5723890094	8,429277951	0,1525396246	4,5242230424	0,5540272726	0,7246631076	88,7489073639	24,0148962974	0,1844210288	0,5525125279	2,7398300753	NA	133,2956012121	0,9896549015	1,5783806228	0,3532369034	1,3775523768	NA	1,6044905241	0,1219344544	6,5861534656	0,7182915507	2295,2481236522	2,612541193	1,2066277054	0,1291427225	0,1401619481	3,7888266504	56,6405068903	0,8249410097	0,8980654621	2,095301204	3,7300802193	1,7195020212	0,2644984705	148,7849019138	1,385205772	1,2730330953	11,7290634529	27,8918354284	2,2408467108	0,265580066	54,7244789437	0,5702043435	1,1039769245	2,5955055019	1,3457024082	2,0193965966	0,289974361	4,1562666679	NA	0,1011105603	0,1082159658	0,3799032991	2,8487232248	0,1398572166	0,3259211609	18,9842795659	0,4973509541	14,3551302108	NA	0,9405836115	0,9525181929	0,9544734729	0,9378691754	0,9524344484	0,9601089632	0,9497293999	0,9493777666	0,9488176285	0,9483534662	0,9630841915	0,9551481883	0,9471182842	0,9509761593	0,9355586307	0,9500755258	0,9571659842	0,9463131974	0,9341595359	0,9486715818	NA	0,9458544994	0,9400753409	0,9388043568	0,9606373605	0,9466408073	0,9644785279	0,9579362107	0,9564513076	0,9644869286	0,9611580686	0,9564568666	NA	0,9776169109	0,9467045367	0,9565042327	0,9603797633	0,9560134731	NA	0,9529906382	0,9489622458	0,9421517679	0,9466689199	0,9844812426	0,9594448646	0,9579470987	0,947112769	0,948912052	0,9495210147	0,9583383286	0,9606295677	0,9435944766	0,9597019521	0,9667066164	0,9591677998	0,9442590656	0,9497662516	0,9513049479	0,9482676682	0,9579874162	0,9096211241	0,9661025741	0,9394462586	0,9656626987	0,9495267098	0,9469102562	0,9499001961	0,9593835553	0,9507966526	0,9376134399	0,9473476161	NA	0,9528256456	0,9674943206	0,949657983	0,9441836581	0,9464698371	0,9541118092	0,9530461331	0,9530274752	0,9538747087	39,6592386755	0,9472291601	4
cellPhone+microWave+books	0,7203734122	0,5285523532	1,5474759051	0,9651373642	1,3368844969	0,5310369685	0,0723768228	0,6009088211	1,5674527496	1,4050266492	3,5269519786	0,952914331	2,5170689494	0,1716560958	2,4642456717	1,1184459693	0,007140364	1,1185626012	4,1325561627	0,228496303	2097,420121821	3,9264060698	NA	0,1997418117	3,9262355299	0,5432129843	1,2485524099	2,2284455669	2,3672254017	0,4024051367	4,7313651185	7,7676969957	NA	290,5176336002	1,0231469106	0,55874292	0,44661897	0,6428688417	NA	0,706351296	105,0514568322	1,5242508457	0,6226991309	184,7455713728	8,9902214712	4,6732416468	0,1090978083	0,1840855359	1,7432891824	78,0431696578	0,6382901143	0,7561171635	3,1171492382	2,1028705553	1,1067192175	8,2646442885	154,8023717319	0,6895242905	17,8428527412	5,3200765841	60,7876213855	29,7154297743	3,763177799	86,2254999553	1,7654775609	0,6087473638	4,7656619965	0,6809263423	2,4861424738	0,437391075	3,3838894845	NA	17,7044578814	0,1930214612	1,0815558921	0,2120710694	0,1572142515	0,445790775	6,2624184155	0,6550911969	2,359984749	NA	0,9405911575	0,9542940919	0,954427019	0,9375618986	0,9532007564	0,960437991	0,9498420406	0,9491111349	0,9535735138	0,9514933666	0,9627943716	0,9565393773	0,9478000143	0,9512148843	0,9351806153	0,9485803456	0,9551881812	0,9462430482	0,9343764518	0,9474353149	0,9913808565	0,9472165978	NA	0,9372562966	0,9594168309	0,9479874235	0,9647610804	0,9593287358	0,9500385432	0,9649979233	0,9620061394	0,9535827453	NA	0,9787994464	0,9471149415	0,9562660786	0,9638714155	0,9558745452	NA	0,9526357687	0,9448755291	0,9428873323	0,9464381388	0,9809553034	0,9609562049	0,9582539015	0,9470878857	0,947894735	0,9490613222	0,9598384955	0,9612838712	0,9447357749	0,9599618571	0,9661705923	0,9587404822	0,9440818635	0,95053198	0,9512182437	0,9506521402	0,9569950967	0,9192806593	0,9647904039	0,9416320578	0,9654486968	0,9495571258	0,9466305574	0,9511325884	0,9593036123	0,9517374092	0,9384940912	0,9481009722	NA	0,9465294635	0,9681596474	0,9477552526	0,944238973	0,9462678779	0,9555850083	0,9481397221	0,9532683856	0,9537093915	42,184276697	0,9471502745	4
car+dvd+fridge	0,9649340146	77,5786232531	0,7325527653	1,0541466401	1,2830184276	1,0610880444	0,0668212028	0,370619297	2,9848394185	0,3320205955	5,0286207593	5,5293976531	2,7569946202	0,4863369082	2,7674801162	1,9816785752	9,6026892277	0,7623035974	2,6227028672	0,185520004	NA	4,5082296803	18,3364750027	0,1365967297	10,5903987726	0,4612323562	0,5106236079	76,9815834649	77,8059075967	0,0883707764	1,6017733737	6,5061785718	NA	116,0232524871	1,2532509866	2,5972838529	0,1616970764	1,1405024099	NA	1,3234120412	0,2107415902	4,6122413523	0,9794698289	2498,5249194217	0,6525072174	1,1880842751	0,1304209557	0,3490218853	3,04858689	18,5732453881	0,9336063829	0,8695260884	2,0368818925	8,4832078835	1,8941964579	0,8063339209	152,2792204207	0,1045079678	7,1801961876	8,1451548302	38,8312005315	1,0352128106	0,2376947039	18,7567210874	0,5816014295	1,0033736251	1,4649392097	1,3888743956	1,7138065657	0,1886985404	4,9778366514	NA	0,0599557615	0,238343308	0,5940913623	4,9439667708	0,1080708484	0,8724608875	16,7164037282	0,5392429604	12,665398275	NA	0,9409598021	0,9530581929	0,9543704204	0,9375723262	0,9526939534	0,9599077513	0,9492877726	0,9506295898	0,9488145769	0,9484813008	0,9626074803	0,9560625331	0,9482785845	0,9506586174	0,9351363166	0,9499804654	0,9593328614	0,9463209575	0,9331106463	0,9491144841	NA	0,9459454614	0,9368070178	0,9389963165	0,9596596779	0,9476292151	0,9642984057	0,9583114324	0,9558666421	0,9649923916	0,9612650129	0,956023078	NA	0,9754530576	0,9463303037	0,9563693717	0,9597103294	0,9568177845	NA	0,952754606	0,9487704718	0,9420991884	0,9468984559	0,9842969654	0,9594130558	0,9574770825	0,9471185545	0,9489330077	0,9502072488	0,9553234793	0,960865619	0,9434869944	0,9597597726	0,9667045121	0,9595218125	0,9445568533	0,9493744578	0,9514863724	0,947974156	0,9575956967	0,903512399	0,9661000321	0,939472814	0,9626884271	0,9495621053	0,9472193222	0,9499952549	0,9594780113	0,9500091244	0,937536827	0,9487595348	NA	0,952778084	0,9672192242	0,9497777633	0,9439590924	0,9466816262	0,9535668397	0,9528318791	0,9527693414	0,9534715344	42,2870015723	0,9472156683	4
car+soundEqui+fridge	0,9052218433	75,8854856854	0,444176675	1,3984966073	1,2418597211	1,0204731433	0,075374116	0,4269966417	3,0196777676	0,9460601308	5,0679962422	1,7785246212	2,4433427909	0,6241681251	2,9981356847	1,3915462144	2,5587075146	1,2086860406	3,1586348503	0,1532850045	NA	7,2863289713	4,4514261005	0,1573912337	14,2418013272	0,4571605003	0,5113490708	97,6173873344	25,725288289	0,0848428427	0,9770295795	3,6892742805	NA	91,0770889709	1,2495979943	2,5989110038	0,2099752346	1,3908735842	NA	1,538013214	0,1235765324	4,4946544011	0,8675861184	2746,1354682577	6,2995798764	1,5394765197	0,1434512897	0,1382979973	2,5483259923	16,7897498699	0,9517568186	1,0295597702	2,1899168949	8,2503110355	1,7811346747	0,2545589344	143,7637380287	0,9589911454	3,6172746361	12,1562883195	28,1299988139	1,0028029225	0,1419849226	6,9711928888	0,47246989	1,8544428118	0,8854085999	1,6436925913	0,9232528651	0,1373567765	4,947885694	NA	0,2576601094	0,4563473614	0,3020138913	3,2794104397	0,1118289503	0,4670429607	16,9693940204	0,5301674033	6,3340482869	NA	0,940917178	0,9526016393	0,9544222714	0,9385716617	0,9523590648	0,9599991087	0,9490575433	0,9486346563	0,9488340356	0,9481864645	0,9625317235	0,9553665	0,9471263574	0,950409771	0,935154785	0,9507328023	0,9569138615	0,9471599988	0,9324053418	0,9486907665	NA	0,9465914197	0,9438162403	0,9386397675	0,9592846923	0,9466618832	0,9642927814	0,9580224141	0,9554697562	0,9644882489	0,9616504002	0,9559734194	NA	0,9767671982	0,9463367398	0,9564564418	0,9605171136	0,956234618	NA	0,9527057461	0,9494736263	0,9421834664	0,9465380338	0,984053876	0,9590288889	0,9574328065	0,9470065069	0,9488754631	0,9492383006	0,9554229534	0,9608291418	0,9435140482	0,9597297995	0,9669474599	0,9591006734	0,9446733364	0,9491218988	0,9522991241	0,9485654635	0,9577367896	0,9027284219	0,9661843549	0,9393935472	0,9614261046	0,9498142013	0,946949384	0,9499921486	0,9594146022	0,9522060727	0,9385049852	0,9468212159	NA	0,9528707157	0,9671384387	0,949614441	0,9439649596	0,9463227849	0,95309588	0,9528678324	0,9529860971	0,9526861977	44,0241907567	0,9468016878	4
heater+car+fridge	0,9809437058	62,1543468236	0,5216632648	1,7365350391	1,4005297349	1,8891628957	0,0657956037	0,3930375011	3,8281056084	0,4394407027	5,4327084873	6,1361610136	3,2650092026	0,53109198	2,7968848755	1,4908729877	0,2319392151	1,1629281983	2,3801845033	0,2688016334	NA	5,2420082993	2,1971525701	0,1521811327	13,2282433039	0,5350361982	0,8044701659	98,6382361676	30,7714389966	1,2029120398	19,1668865125	5,6049267908	NA	81,666220793	0,7498095981	4,4545023209	0,9263274512	1,3691924159	NA	1,6216134185	0,0503807506	4,098700415	1,0123994965	2766,1258926467	0,9220463932	2,1018734012	0,1341685359	0,2240977567	2,7542317825	23,2465335263	1,1174238428	1,0732061558	1,3737661586	6,1843336234	2,2179602361	8,1845024053	140,5317081047	0,4465215147	1,7679687404	9,0626550257	39,8166163939	1,488555523	0,6128818045	9,551882297	2,9729942871	1,8734478261	2,0841753834	1,9221341635	1,0505539315	0,1239520786	4,27400716	NA	0,3047996191	0,2694046678	0,3813127215	3,2653880513	0,1491829716	0,6142014362	9,0754766039	0,1881078512	7,2085123084	NA	0,9418252317	0,9534688253	0,9544108307	0,9376407206	0,9525109072	0,9599954914	0,950741644	0,948944811	0,9496975741	0,9495005206	0,9631339001	0,9558948084	0,9480278049	0,9509245503	0,9352782167	0,9500729449	0,9568247573	0,9464423337	0,9330223064	0,9487004808	NA	0,9459224982	0,9374233021	0,9387169756	0,9612614746	0,9473521647	0,9642977294	0,9579309382	0,956010758	0,9647232504	0,9630555434	0,9560122547	NA	0,9749967006	0,9464374891	0,9563738245	0,9601086699	0,9560807459	NA	0,952836295	0,9505225431	0,9421345075	0,9467241054	0,984031169	0,9596192136	0,9574080041	0,9481271443	0,9497255064	0,9493368983	0,9559128613	0,9606572282	0,9463601964	0,9596340448	0,9670425397	0,959073005	0,9441792832	0,9490921942	0,9509705418	0,9481157477	0,9576975282	0,9085603123	0,9659880882	0,9397873947	0,9614271085	0,9512105781	0,9469380329	0,950100502	0,9593275271	0,9501649239	0,9382986313	0,9467919193	NA	0,9526734537	0,968125013	0,9499328658	0,9440975909	0,9463623415	0,9533828091	0,9537681799	0,9529190686	0,9525499104	44,4843540097	0,947187571	4
dvd+washMach+books	0,7440892024	11,5497226945	2,011849496	0,6177259224	1,1359559371	0,2121563901	0,0613378026	0,3476405942	2,111755171	3,0233694707	3,0078519363	55,4548052996	2,6030747384	0,2642939502	1,5410771901	0,683187956	5,5724402713	0,7439958588	4,0266325125	0,2136344023	NA	7,0815070086	NA	0,1485879231	4,6893148246	0,4446972378	0,8663386041	0,197566713	25,7514589261	0,7146229148	2,2162090042	16,8723375003	NA	233,0089910194	1,44811946	0,9139559032	0,0519505558	0,6196700423	NA	0,6730515562	20,638453375	1,9897360013	0,7892109709	100,3945567519	2,8285897641	2,5281223438	0,1171834463	0,3724114539	1,5069023067	24,1286921687	1,0144475189	0,6959366121	3,0064690334	1,7824667206	0,6355790075	11,814974433	174,6302715275	0,3071652965	14,2513035764	4,7165443086	64,5133049934	12,8548540096	6,6884969239	14,9207014413	2,1195456605	0,5948230058	0,0298138629	1,6569360642	1,4838909216	0,3719565494	4,7000117595	NA	19,9734237607	0,0975432939	1,050005092	2,8793476186	0,1529841155	0,5566302448	4,6070735318	0,542028332	6,4194476028	NA	0,9421416832	0,9546539212	0,9540559247	0,9374268076	0,9534939163	0,9603790151	0,9491426061	0,9508779611	0,9541520706	0,9515725467	0,9632560471	0,9548655422	0,9511246256	0,9508392177	0,9350173953	0,9497287531	0,9593169157	0,946531656	0,9336086511	0,9493466109	NA	0,9471681419	NA	0,9383218303	0,9600301733	0,9492581451	0,9645487705	0,959811619	0,9512714049	0,9652474865	0,963187945	0,9550512454	NA	0,9789846548	0,9467850874	0,9562663865	0,9640289362	0,9575157281	NA	0,9534826	0,9469175521	0,9434554597	0,9469737946	0,9813416921	0,9606077835	0,9592554117	0,9468476697	0,9490075229	0,9504990193	0,9575538356	0,9618121101	0,9436325655	0,9605424132	0,9660538171	0,9594450853	0,9463559912	0,9518466119	0,9522836402	0,9493882229	0,9575974799	0,9145829915	0,9654513871	0,943255728	0,9618523807	0,9491586991	0,9476693514	0,9520840544	0,9596236276	0,9499590166	0,9403217394	0,9493865233	NA	0,9476429181	0,9686947011	0,9494362733	0,9456045837	0,946580711	0,9558882817	0,9470683018	0,9538096883	0,9548371049	11,9208790972	0,9484893941	5
microWave+washMach+books	0,7137537348	0,5526738529	2,5505359335	0,9261580722	1,3093524386	0,3027622123	0,0714119742	0,576049458	2,1559642627	1,4274115005	2,5007310243	5,6976213526	2,5780937511	0,2415557061	1,5757310118	1,0483271932	0,0177615981	0,8894679619	4,35757875	0,1997026329	NA	5,4285362959	NA	0,1877935405	2,7351140498	0,4361074125	0,935787693	0,0605619117	2,0870485643	0,3214410836	5,0048233322	6,846378025	NA	244,6006421044	1,2812816072	0,738377408	0,0077048495	0,7386658544	NA	0,8545605919	92,7846966156	2,5835510105	0,7453971514	110,6529519447	2,9567179741	4,5555086992	0,1029882548	0,1884394014	1,6570294045	39,5265965838	1,0287942337	0,756693615	3,9562017481	2,3055915666	0,9473128078	9,058611223	189,9673225842	0,5011167707	19,2670747328	3,0778847907	81,2859680677	24,8745390529	6,2939514504	0,0123521731	1,9395833718	0,548043565	2,2602700605	0,9114025449	1,0759567249	0,2610093414	3,8353568261	NA	14,1382460766	0,2519863574	1,3912272922	4,3319559731	0,171040996	0,3881884309	3,7976377811	0,6796095058	0,9384616249	NA	0,9417446835	0,9543411466	0,9543122945	0,937621131	0,9532893327	0,9603643513	0,9497733339	0,9492470974	0,9545863187	0,952319626	0,9629734755	0,9577596565	0,95004461	0,950540147	0,9350603119	0,9497149235	0,9559662303	0,9465266748	0,9326666088	0,9486704978	NA	0,9471880768	NA	0,9384784239	0,960696424	0,9488516914	0,9645447287	0,9593327112	0,9505802771	0,9648492011	0,9618962692	0,9550882187	NA	0,9783652324	0,9469367483	0,9562469591	0,9641681733	0,9568768561	NA	0,9534010871	0,9462601757	0,9434089804	0,9467528187	0,9812830136	0,9589401196	0,9594435348	0,9473817063	0,9490339865	0,9498394654	0,9581321607	0,9614008237	0,9448406563	0,9603040175	0,9659980394	0,9589453738	0,945163937	0,9515532617	0,951656762	0,9506856827	0,9574602039	0,9166708408	0,9653078679	0,943089086	0,9622042208	0,9496396837	0,9475004016	0,9522152101	0,9594637309	0,9511427989	0,9410206743	0,9475879824	NA	0,9476124563	0,9686842438	0,9493451472	0,9457160868	0,9462595913	0,9560262524	0,948468388	0,9538505126	0,9541608879	12,3416412773	0,9479527857	5
car+washMach+books	0,843260264	124,3666729217	2,3075438595	1,2299399046	1,3439816029	0,292481223	0,0644512387	0,3510082822	2,5902257539	1,5247861807	3,1669125225	0,5062878596	2,3738293118	0,3753097307	1,5482211671	2,7687849802	0,4335869676	1,6384934985	4,2420071617	0,2332207835	NA	5,6799855753	NA	0,1509661343	10,8733920129	0,4617666698	0,873388972	13,2523909266	37,7717405307	0,1425773059	4,3098593299	5,0466284136	NA	231,8341857836	1,6996305083	0,9988436606	0,0714743685	1,1506625156	NA	1,4923142364	5,9724289964	3,3467237617	0,7042122432	21,114797562	3,853902222	1,7281509439	0,11255542	0,2722430885	3,6418690459	66,5207894604	1,0250263222	0,8700444483	5,1935463808	1,9220659727	1,3378046685	7,0030073807	191,0777600284	0,3344065877	12,871107899	9,293990115	14,8948368795	26,1553503339	6,024866451	60,7853576301	1,6738619853	0,8605713918	2,2098668656	2,1400910226	1,077593884	0,2011756453	3,9133754239	NA	15,5202535513	0,2766851644	0,6774034516	7,1796981813	0,1693730761	0,3667918878	3,7542982254	0,624319937	1,0856905277	NA	0,9417974673	0,9551775889	0,9544152142	0,9375070113	0,9533118048	0,9607533921	0,9505967713	0,949495068	0,9545093123	0,9518462106	0,9631903981	0,9541566462	0,9502017264	0,950952081	0,9352093147	0,9501400661	0,9560270215	0,9469241345	0,9329838935	0,9487304919	NA	0,9472811494	NA	0,9382772262	0,9631043674	0,948816514	0,9645175131	0,9592470427	0,9508760983	0,964935407	0,9616343023	0,9550406082	NA	0,9812651483	0,9468097164	0,9562560801	0,9640413119	0,9569015408	NA	0,9534794968	0,9475480091	0,9434893363	0,9467485207	0,9833502654	0,9591969821	0,9592769025	0,9477964058	0,9491935769	0,9498414908	0,958103411	0,9615470012	0,9437042371	0,9618971782	0,9677016984	0,9595654717	0,9453628886	0,9514169759	0,9514063808	0,9496182856	0,9592043154	0,9142803305	0,9652775603	0,9431976351	0,9628288958	0,951208165	0,9481150287	0,9521196362	0,9594249806	0,9494418744	0,9411002949	0,9473088236	NA	0,9475868765	0,969112509	0,9494558085	0,9460934971	0,9465095455	0,9557742453	0,9471147264	0,9538663471	0,9542103949	12,5762987661	0,9480039311	5
microWave+dvd+books	0,5779027596	4,3509574739	1,4797463551	0,8798677133	1,2913248473	0,3761555825	0,0720382561	0,5585335539	1,467171255	1,6972332813	2,7059462984	5,9089882701	2,7829983881	0,2513871345	1,672136647	1,0320113062	5,8937165307	0,7845800062	4,1332968482	0,2337912147	NA	5,4213092908	NA	0,2008937034	3,3602382568	0,4458978539	0,5839308439	6,8222144603	22,6294707209	0,7244364585	1,5608953133	18,4581884844	NA	253,2627659818	1,3965436902	1,0142242413	0,0095135323	0,5106164924	NA	0,4676469595	116,836350106	0,9159837947	0,827076391	139,468818183	2,3540975634	3,5697244558	0,1090291225	0,3171653094	1,8381589088	37,6909866542	0,9228700131	0,7379736737	1,7360350873	2,010920049	1,3555112138	8,1387207578	155,020451869	0,4118943922	21,4252868915	4,189066525	59,98590247	14,6060938246	6,4077098844	2,7693168337	2,3910093675	0,5204633663	3,9613693308	0,6273412223	3,4527747062	0,4858435969	4,2512994524	NA	19,0934028683	0,0407686016	1,4556657405	0,0993238459	0,1286245293	0,6526366596	4,7026008936	0,4923265582	4,7735381113	NA	0,9412350452	0,9548580467	0,9543025282	0,9377540986	0,9534432821	0,9602741938	0,9493831381	0,9506632006	0,9535851972	0,9515527462	0,9626358297	0,9578411782	0,9494757636	0,9507874144	0,9349604622	0,9486032109	0,9596968605	0,9463120041	0,9335269832	0,9486006476	NA	0,9473136069	NA	0,937608424	0,9598468196	0,9487094704	0,9644965877	0,95976877	0,9525215026	0,9652390182	0,964271293	0,9541034564	NA	0,9784871122	0,9467320424	0,9561381618	0,9637743454	0,9568283234	NA	0,9525488656	0,9461968136	0,9428468169	0,9467790586	0,9802231099	0,9608258154	0,9579202671	0,9470471783	0,9480878924	0,9503018975	0,9573832697	0,9615787032	0,944726368	0,9604039377	0,965943302	0,9591173009	0,9449023455	0,9504059529	0,9520024848	0,9503968326	0,9562663659	0,9159805361	0,9651222524	0,9416242494	0,9621678721	0,9493197829	0,9469944112	0,9511754348	0,9594878808	0,9518194904	0,9386799759	0,9496521922	NA	0,9459435706	0,9675856368	0,9484323048	0,9440653148	0,9465488128	0,9552710384	0,948340761	0,9529239787	0,9539321206	12,9709566162	0,9475835829	5
